CORRECT ANNOTATION	1373testb	Wolverhampton	Wolverhampton Wanderers F.C.	Wolverhampton
Hull[0.044]; Portsmouth[0.043]; Preston[0.043]; Peterborough[0.043]; Scunthorpe[0.043]; Queens[0.042]; Stockport[0.042]; Chesterfield[0.042]; Walsall[0.042]; Watford[0.042]; Darlington[0.042]; Burnley[0.042]; Gillingham[0.042]; Brentford[0.042]; Enfield[0.041]; Park[0.041]; City[0.041]; Tranmere[0.041]; Bristol[0.041]; Wycombe[0.041]; Sheffield[0.041]; Town[0.040]; Town[0.040]; Crewe[0.040]; 

CORRECT ANNOTATION	1373testb	Swindon	Swindon Town F.C.	Swindon
global=0.357	0.328
local(<e, ctx>)=0.400	-0.052
log p(e|m)=-2.489	-0.078
league[0.044]; league[0.044]; Southampton[0.044]; Charlton[0.043]; Enfield[0.043]; Sunderland[0.042]; Portsmouth[0.042]; Middlesbrough[0.042]; Hull[0.042]; League[0.042]; Manchester[0.042]; Blackburn[0.041]; Coventry[0.041]; Ipswich[0.041]; Norwich[0.041]; Blackpool[0.041]; Barnsley[0.041]; Sheffield[0.041]; Sheffield[0.041]; Tranmere[0.041]; Wolverhampton[0.041]; Southend[0.041]; Oxford[0.041]; matches[0.040]; 

CORRECT ANNOTATION	1373testb	Leicester	Leicester City F.C.	Leicester Tigers
global=0.349	0.321
local(<e, ctx>)=0.391	0.144
log p(e|m)=-3.219	-3.194
Oxford[0.046]; league[0.044]; league[0.044]; Charlton[0.044]; Southampton[0.043]; Blackburn[0.043]; Sunderland[0.043]; League[0.042]; Coventry[0.042]; Portsmouth[0.042]; Middlesbrough[0.041]; Manchester[0.041]; matches[0.041]; Norwich[0.041]; Sheffield[0.041]; Sheffield[0.041]; Bolton[0.041]; Ipswich[0.041]; Birmingham[0.040]; Tranmere[0.040]; London[0.040]; Barnsley[0.040]; Oldham[0.040]; second[0.040]; 

CORRECT ANNOTATION	1373testb	Bradford	Bradford City A.F.C.	Bradford Park Avenue A.F.C.
global=0.346	0.334
local(<e, ctx>)=0.393	0.312
log p(e|m)=-4.605	-4.510
league[0.044]; league[0.044]; Charlton[0.043]; Hull[0.043]; League[0.043]; Southampton[0.042]; Cup[0.042]; Cup[0.042]; Coventry[0.042]; City[0.042]; City[0.042]; matches[0.041]; Sunderland[0.041]; Ipswich[0.041]; Middlesbrough[0.041]; Blackburn[0.041]; Reading[0.041]; Manchester[0.041]; Oldham[0.041]; Norwich[0.041]; Sheffield[0.041]; Sheffield[0.041]; London[0.041]; Swindon[0.041]; 

CORRECT ANNOTATION	1373testb	Oldham	Oldham Athletic A.F.C.	Oldham
global=0.354	0.325
local(<e, ctx>)=0.374	-0.063
log p(e|m)=-2.865	-0.467
league[0.046]; league[0.046]; League[0.043]; Hull[0.043]; County[0.042]; Charlton[0.042]; Coventry[0.042]; Southampton[0.042]; Blackburn[0.042]; Enfield[0.042]; Manchester[0.041]; Sunderland[0.041]; Huddersfield[0.041]; Middlesbrough[0.041]; Portsmouth[0.041]; Ipswich[0.041]; Sheffield[0.041]; Sheffield[0.041]; Wolverhampton[0.041]; Bradford[0.041]; Norwich[0.041]; Chesterfield[0.040]; Bristol[0.040]; Peterborough[0.040]; 

CORRECT ANNOTATION	1373testb	Brentford	Brentford F.C.	Brentford
global=0.364	0.319
local(<e, ctx>)=0.375	-0.151
log p(e|m)=-0.361	-0.779
Hull[0.044]; Preston[0.044]; Portsmouth[0.044]; Gillingham[0.044]; Watford[0.043]; Enfield[0.043]; Sheffield[0.042]; Scunthorpe[0.042]; Burnley[0.042]; second[0.042]; Stockport[0.041]; Bristol[0.041]; Tranmere[0.041]; Walsall[0.041]; Bolton[0.041]; Rochdale[0.041]; Blackpool[0.041]; Chesterfield[0.041]; Barnet[0.040]; Luton[0.040]; Crewe[0.040]; Peterborough[0.040]; Wycombe[0.040]; Darlington[0.040]; 

CORRECT ANNOTATION	1373testb	Blackpool	Blackpool F.C.	Scunthorpe United F.C.
global=0.348	0.340
local(<e, ctx>)=0.384	0.421
log p(e|m)=-0.853	-3.101
Southend[0.044]; Preston[0.042]; Hull[0.042]; Leeds[0.042]; Watford[0.042]; Swindon[0.042]; Wycombe[0.042]; Rochdale[0.042]; Scunthorpe[0.042]; Charlton[0.042]; Hednesford[0.042]; Southampton[0.042]; Walsall[0.042]; Stockport[0.041]; Huddersfield[0.041]; Wrexham[0.041]; Cardiff[0.041]; Oldham[0.041]; Burnley[0.041]; Brentford[0.041]; Stevenage[0.041]; Barnsley[0.041]; Sunderland[0.041]; Portsmouth[0.041]; 

CORRECT ANNOTATION	1373testb	Hednesford	Hednesford Town F.C.	Hednesford
global=0.372	0.349
local(<e, ctx>)=0.453	0.012
log p(e|m)=-1.022	0.000
Watford[0.043]; Preston[0.043]; Darlington[0.042]; Sheffield[0.042]; Sheffield[0.042]; Peterborough[0.042]; Swindon[0.042]; Hull[0.042]; Southampton[0.042]; Stockport[0.042]; Walsall[0.042]; Charlton[0.042]; Scunthorpe[0.042]; Ipswich[0.041]; Birmingham[0.041]; Gillingham[0.041]; Barnsley[0.041]; Luton[0.041]; Rochdale[0.041]; Wrexham[0.041]; Carlisle[0.041]; Burnley[0.041]; Southend[0.041]; Wolverhampton[0.041]; 

CORRECT ANNOTATION	1373testb	Wimbledon	Wimbledon F.C.	Wimbledon, London
global=0.365	0.316
local(<e, ctx>)=0.378	-0.144
log p(e|m)=-1.890	-2.120
league[0.044]; league[0.044]; League[0.043]; matches[0.043]; London[0.043]; Southampton[0.043]; Charlton[0.043]; Blackburn[0.042]; Sunday[0.042]; Sheffield[0.042]; Sheffield[0.042]; Swindon[0.042]; Portsmouth[0.041]; Saturday[0.041]; Manchester[0.041]; Sunderland[0.041]; Middlesbrough[0.041]; Oxford[0.041]; Coventry[0.041]; Tranmere[0.041]; Cup[0.040]; Cup[0.040]; Norwich[0.040]; Barnsley[0.040]; 

CORRECT ANNOTATION	1373testb	Hull	Hull City A.F.C.	Hull F.C.
global=0.343	0.331
local(<e, ctx>)=0.361	0.159
log p(e|m)=-3.772	-2.235
Norwich[0.044]; Peterborough[0.043]; Wolverhampton[0.043]; Watford[0.043]; Rochdale[0.042]; Preston[0.042]; Stockport[0.042]; Sheffield[0.042]; Burnley[0.042]; Manchester[0.042]; Portsmouth[0.042]; Scunthorpe[0.042]; Enfield[0.042]; Carlisle[0.041]; Swindon[0.041]; York[0.041]; Bolton[0.041]; Luton[0.041]; Walsall[0.041]; Blackpool[0.041]; Scarborough[0.041]; Gillingham[0.041]; Huddersfield[0.041]; Ipswich[0.041]; 

CORRECT ANNOTATION	1373testb	Crewe	Crewe Alexandra F.C.	Crewe
global=0.349	0.323
local(<e, ctx>)=0.362	0.052
log p(e|m)=-2.830	-0.140
Preston[0.043]; Norwich[0.043]; Wolverhampton[0.043]; Enfield[0.043]; Watford[0.043]; Hull[0.042]; Ipswich[0.042]; Portsmouth[0.042]; Gillingham[0.042]; Scunthorpe[0.042]; Bolton[0.042]; Burnley[0.042]; Sheffield[0.041]; Oldham[0.041]; Oxford[0.041]; second[0.041]; Brentford[0.041]; Stockport[0.041]; Manchester[0.041]; Tranmere[0.041]; Bristol[0.041]; Walsall[0.041]; Darlington[0.041]; Hednesford[0.041]; 

CORRECT ANNOTATION	1373testb	Everton	Everton F.C.	Everton de Viña del Mar
global=0.357	0.318
local(<e, ctx>)=0.394	0.155
log p(e|m)=-0.172	-2.718
league[0.044]; league[0.044]; Blackburn[0.044]; Charlton[0.043]; Manchester[0.043]; Coventry[0.043]; matches[0.042]; League[0.042]; Middlesbrough[0.042]; Ipswich[0.042]; Sunderland[0.042]; Liverpool[0.041]; Southampton[0.041]; Chelsea[0.041]; Tottenham[0.041]; Bolton[0.041]; Portsmouth[0.041]; Soccer[0.041]; United[0.041]; Sheffield[0.040]; Sheffield[0.040]; Arsenal[0.040]; Birmingham[0.040]; Park[0.040]; 

CORRECT ANNOTATION	1373testb	Crystal Palace	Crystal Palace F.C.	Ipswich Town F.C.
global=0.352	0.346
local(<e, ctx>)=0.377	0.403
log p(e|m)=-0.511	-3.297
Charlton[0.043]; league[0.043]; league[0.043]; Southampton[0.043]; Sunderland[0.042]; Coventry[0.042]; Portsmouth[0.042]; Hull[0.042]; Manchester[0.042]; Blackburn[0.042]; Bolton[0.042]; Ipswich[0.042]; Middlesbrough[0.042]; matches[0.042]; Norwich[0.041]; League[0.041]; Sheffield[0.041]; Sheffield[0.041]; London[0.041]; Tranmere[0.040]; Birmingham[0.040]; Barnsley[0.040]; Liverpool[0.040]; Leeds[0.040]; 

CORRECT ANNOTATION	1373testb	Queens Park Rangers	Queens Park Rangers F.C.	2007–08 Queens Park Rangers F.C. season
global=0.361	0.317
local(<e, ctx>)=0.371	0.234
log p(e|m)=0.000	-5.521
Charlton[0.043]; Preston[0.043]; Southampton[0.043]; Blackburn[0.043]; Manchester[0.043]; league[0.043]; league[0.043]; matches[0.042]; League[0.042]; Sunderland[0.042]; Premier[0.042]; Chesterfield[0.042]; Middlesbrough[0.041]; Hull[0.041]; Portsmouth[0.041]; Coventry[0.041]; Sheffield[0.041]; Sheffield[0.041]; Chelsea[0.041]; Cup[0.040]; Cup[0.040]; Bolton[0.040]; Villa[0.040]; Ipswich[0.040]; 

CORRECT ANNOTATION	1373testb	Reading	Reading F.C.	Reading, Berkshire
global=0.364	0.321
local(<e, ctx>)=0.366	-0.073
log p(e|m)=-1.201	-1.234
league[0.043]; league[0.043]; Charlton[0.043]; Norwich[0.043]; Hull[0.043]; Sunderland[0.043]; Preston[0.042]; Blackburn[0.042]; Southampton[0.042]; Manchester[0.042]; Boston[0.042]; Bristol[0.042]; Coventry[0.042]; Oxford[0.041]; Sheffield[0.041]; Sheffield[0.041]; Enfield[0.041]; Peterborough[0.041]; Portsmouth[0.041]; Middlesbrough[0.041]; Ipswich[0.041]; Bolton[0.040]; matches[0.040]; Wolverhampton[0.040]; 

CORRECT ANNOTATION	1373testb	Burnley	Burnley F.C.	Rotherham United F.C.
global=0.352	0.342
local(<e, ctx>)=0.333	0.355
log p(e|m)=-0.992	-3.170
Chesterfield[0.048]; County[0.046]; Stockport[0.043]; Preston[0.043]; Scunthorpe[0.043]; Hull[0.042]; Wycombe[0.042]; Watford[0.042]; Darlington[0.042]; Portsmouth[0.042]; Wrexham[0.041]; Luton[0.041]; Rochdale[0.041]; Crewe[0.041]; Walsall[0.041]; Brentford[0.041]; Stevenage[0.041]; Peterborough[0.041]; Bolton[0.040]; Gillingham[0.040]; Enfield[0.040]; Barnet[0.040]; Notts[0.040]; Blackpool[0.040]; 

CORRECT ANNOTATION	1373testb	Middlesbrough	Middlesbrough F.C.	Middlesbrough
global=0.354	0.315
local(<e, ctx>)=0.360	-0.069
log p(e|m)=-0.518	-0.770
Charlton[0.044]; Manchester[0.044]; Sunderland[0.043]; league[0.043]; league[0.043]; Blackburn[0.043]; United[0.042]; Southampton[0.042]; Portsmouth[0.042]; League[0.042]; Bolton[0.042]; Birmingham[0.041]; Tottenham[0.041]; matches[0.041]; Coventry[0.041]; Sheffield[0.041]; Sheffield[0.041]; Everton[0.041]; Chelsea[0.041]; Vale[0.041]; Liverpool[0.040]; Derby[0.040]; Wolverhampton[0.040]; Arsenal[0.040]; 

CORRECT ANNOTATION	1373testb	Bristol City	Bristol City F.C.	2009–10 Bristol City F.C. season
global=0.372	0.317
local(<e, ctx>)=0.393	0.254
log p(e|m)=0.000	-5.116
Southampton[0.045]; second[0.043]; Manchester[0.043]; Hull[0.042]; Norwich[0.042]; Portsmouth[0.042]; Preston[0.042]; Middlesbrough[0.042]; Charlton[0.042]; Ipswich[0.042]; Brentford[0.042]; Watford[0.042]; Cardiff[0.041]; Walsall[0.041]; Sunderland[0.041]; Scunthorpe[0.041]; Gillingham[0.041]; Leeds[0.041]; Barnsley[0.041]; Swindon[0.041]; Burnley[0.041]; round[0.041]; Sheffield[0.041]; City[0.041]; 

CORRECT ANNOTATION	1373testb	St Albans	St Albans City F.C.	St Albans
global=0.352	0.326
local(<e, ctx>)=0.371	-0.083
log p(e|m)=-2.976	-0.540
Portsmouth[0.044]; Southampton[0.043]; Norwich[0.043]; Oxford[0.043]; Cambridge[0.042]; Hull[0.042]; Brentford[0.042]; Charlton[0.042]; Manchester[0.042]; Swindon[0.042]; Enfield[0.042]; Preston[0.042]; Bristol[0.041]; Birmingham[0.041]; Sheffield[0.041]; Southend[0.041]; Rochdale[0.041]; Gillingham[0.041]; Ipswich[0.041]; Watford[0.041]; Stockport[0.041]; Oldham[0.041]; Walsall[0.041]; Leeds[0.041]; 

CORRECT ANNOTATION	1373testb	Barnsley	Barnsley F.C.	Burnley F.C.
global=0.354	0.346
local(<e, ctx>)=0.378	0.330
log p(e|m)=-0.713	-2.830
Stoke[0.044]; Swindon[0.044]; Barnet[0.043]; Wycombe[0.043]; Middlesbrough[0.043]; Wolverhampton[0.043]; Huddersfield[0.043]; Blackpool[0.043]; Coventry[0.043]; Oldham[0.042]; Leeds[0.041]; Norwich[0.041]; Southend[0.041]; Sunderland[0.041]; Hednesford[0.041]; Southampton[0.041]; Grimsby[0.041]; Ipswich[0.040]; Sheffield[0.040]; Sheffield[0.040]; Tranmere[0.040]; Tottenham[0.040]; Liverpool[0.040]; Woking[0.039]; 

CORRECT ANNOTATION	1373testb	Leyton Orient	Leyton Orient F.C.	2010–11 Leyton Orient F.C. season
global=0.379	0.314
local(<e, ctx>)=0.426	-0.016
log p(e|m)=0.000	-4.711
Preston[0.043]; Norwich[0.043]; Hull[0.043]; Portsmouth[0.043]; Ipswich[0.042]; Manchester[0.042]; Burnley[0.042]; Watford[0.042]; Gillingham[0.042]; Bolton[0.042]; Stockport[0.042]; Walsall[0.042]; Oldham[0.042]; Brentford[0.042]; Blackpool[0.041]; Sheffield[0.041]; Scunthorpe[0.041]; Chesterfield[0.041]; Bristol[0.041]; Luton[0.041]; Tranmere[0.041]; Rochdale[0.041]; Peterborough[0.041]; Cardiff[0.041]; 

CORRECT ANNOTATION	1373testb	Luton	Luton Town F.C.	Luton
global=0.357	0.335
local(<e, ctx>)=0.441	-0.014
log p(e|m)=-2.551	-0.036
Manchester[0.044]; Portsmouth[0.044]; Preston[0.044]; Hull[0.043]; Burnley[0.042]; Watford[0.042]; Scunthorpe[0.042]; Norwich[0.042]; Gillingham[0.042]; Blackpool[0.041]; Ipswich[0.041]; Sheffield[0.041]; Stockport[0.041]; Crewe[0.041]; Bristol[0.041]; Enfield[0.041]; Walsall[0.041]; Brentford[0.041]; United[0.041]; United[0.041]; Chesterfield[0.041]; Oldham[0.040]; Tranmere[0.040]; Wolverhampton[0.040]; 

CORRECT ANNOTATION	1373testb	Ashford Town	Ashford United F.C.	Ashford Town F.C.
global=0.375	0.369
local(<e, ctx>)=0.247	0.335
log p(e|m)=0.000	-0.075
Chesterfield[0.044]; Darlington[0.043]; Wycombe[0.043]; Stockport[0.043]; Preston[0.043]; Barnet[0.043]; Enfield[0.042]; Cup[0.042]; Watford[0.042]; Mansfield[0.042]; Notts[0.042]; Scarborough[0.042]; Rochdale[0.042]; Brentford[0.042]; Stevenage[0.041]; Walsall[0.041]; second[0.041]; Peterborough[0.041]; Town[0.041]; Scunthorpe[0.041]; Hull[0.041]; Gillingham[0.040]; Chester[0.040]; Crewe[0.040]; 

CORRECT ANNOTATION	1373testb	Oxford	Oxford United F.C.	Oxford
global=0.353	0.323
local(<e, ctx>)=0.411	-0.147
log p(e|m)=-4.423	-0.681
Cambridge[0.046]; Southampton[0.043]; Coventry[0.043]; Hull[0.043]; league[0.043]; league[0.043]; Charlton[0.042]; League[0.042]; Sunderland[0.042]; Norwich[0.041]; Portsmouth[0.041]; Blackburn[0.041]; Birmingham[0.041]; Peterborough[0.041]; Sheffield[0.041]; Sheffield[0.041]; Manchester[0.041]; Swindon[0.041]; matches[0.041]; Middlesbrough[0.041]; Crewe[0.041]; London[0.040]; Reading[0.040]; Bristol[0.040]; 

CORRECT ANNOTATION	1373testb	Blackburn	Blackburn Rovers F.C.	Blackburn
global=0.352	0.323
local(<e, ctx>)=0.360	-0.040
log p(e|m)=-2.733	-0.228
Charlton[0.043]; Sunderland[0.043]; Park[0.043]; Derby[0.043]; league[0.043]; league[0.043]; Middlesbrough[0.043]; Coventry[0.042]; Norwich[0.042]; Manchester[0.042]; Swindon[0.042]; Southampton[0.042]; League[0.041]; Bolton[0.041]; Sheffield[0.041]; Sheffield[0.041]; Barnsley[0.041]; Liverpool[0.041]; Huddersfield[0.041]; Wolverhampton[0.041]; Everton[0.041]; Portsmouth[0.041]; Leeds[0.040]; matches[0.040]; 

CORRECT ANNOTATION	1373testb	Port Vale	Port Vale F.C.	2009–10 Port Vale F.C. season
global=0.358	0.300
local(<e, ctx>)=0.425	0.050
log p(e|m)=0.000	-5.521
Southampton[0.043]; Preston[0.043]; Hull[0.043]; Portsmouth[0.043]; Charlton[0.043]; league[0.043]; league[0.043]; Blackburn[0.042]; Sunderland[0.042]; United[0.042]; United[0.042]; Coventry[0.041]; Middlesbrough[0.041]; Manchester[0.041]; Norwich[0.041]; matches[0.041]; Ipswich[0.041]; Stockport[0.041]; Swindon[0.041]; Crewe[0.041]; Oldham[0.040]; Sheffield[0.040]; Sheffield[0.040]; second[0.040]; 

CORRECT ANNOTATION	1373testb	Sheffield United	Sheffield United F.C.	Chengdu Blades F.C.
global=0.363	0.306
local(<e, ctx>)=0.397	-0.183
log p(e|m)=0.000	-0.681
Preston[0.044]; league[0.043]; league[0.043]; Hull[0.043]; Charlton[0.043]; Blackburn[0.043]; Manchester[0.042]; Sheffield[0.042]; Coventry[0.042]; Southampton[0.042]; Sunderland[0.042]; Burnley[0.041]; Portsmouth[0.041]; Middlesbrough[0.041]; matches[0.041]; Walsall[0.041]; Stockport[0.041]; Blackpool[0.041]; Norwich[0.041]; Bolton[0.041]; Orient[0.040]; Ipswich[0.040]; Leeds[0.040]; second[0.040]; 

CORRECT ANNOTATION	1373testb	Arsenal	Arsenal F.C.	Arsenal de Sarandí
global=0.359	0.317
local(<e, ctx>)=0.388	0.087
log p(e|m)=-0.158	-3.016
league[0.046]; league[0.046]; matches[0.045]; League[0.044]; Manchester[0.043]; Cup[0.042]; Soccer[0.042]; Charlton[0.042]; Chelsea[0.042]; Sunderland[0.042]; Oldham[0.041]; Middlesbrough[0.041]; United[0.041]; Division[0.041]; Blackburn[0.041]; Portsmouth[0.041]; Tottenham[0.041]; Liverpool[0.041]; Southampton[0.040]; Premier[0.040]; Coventry[0.040]; Birmingham[0.040]; Sheffield[0.039]; Sheffield[0.039]; 

CORRECT ANNOTATION	1373testb	Scunthorpe	Scunthorpe United F.C.	Scunthorpe
global=0.366	0.336
local(<e, ctx>)=0.402	0.001
log p(e|m)=-1.510	0.000
Hull[0.045]; Preston[0.043]; Watford[0.043]; Burnley[0.043]; Gillingham[0.042]; Stockport[0.042]; Crewe[0.042]; Peterborough[0.042]; Walsall[0.042]; Blackpool[0.042]; Enfield[0.042]; second[0.042]; Brentford[0.041]; Bristol[0.041]; Darlington[0.041]; Rochdale[0.041]; Carlisle[0.041]; Chesterfield[0.041]; Cardiff[0.041]; Wrexham[0.041]; United[0.041]; Wycombe[0.041]; Luton[0.040]; Ashford[0.040]; 

CORRECT ANNOTATION	1373testb	Cambridge United	Cambridge United F.C.	2010–11 Cambridge United F.C. season
global=0.371	0.308
local(<e, ctx>)=0.479	-0.026
log p(e|m)=0.000	-4.711
Norwich[0.043]; Southampton[0.043]; Charlton[0.043]; Hull[0.043]; Watford[0.043]; Manchester[0.042]; Burnley[0.042]; Portsmouth[0.042]; Ipswich[0.042]; Sunderland[0.042]; Gillingham[0.042]; Preston[0.042]; Scunthorpe[0.042]; Peterborough[0.041]; Barnsley[0.041]; Swindon[0.041]; Walsall[0.041]; Stockport[0.041]; Blackpool[0.041]; Crewe[0.041]; Brentford[0.041]; Southend[0.040]; Bristol[0.040]; Luton[0.040]; 

CORRECT ANNOTATION	1373testb	Woking	Woking F.C.	Woking
global=0.361	0.323
local(<e, ctx>)=0.394	-0.085
log p(e|m)=-1.523	-0.130
Enfield[0.043]; Preston[0.043]; Portsmouth[0.042]; Oxford[0.042]; Swindon[0.042]; Luton[0.042]; Ipswich[0.042]; Watford[0.042]; Norwich[0.042]; Sheffield[0.042]; Brentford[0.042]; Stockport[0.042]; Stevenage[0.041]; Manchester[0.041]; Southend[0.041]; Sunderland[0.041]; Bristol[0.041]; Peterborough[0.041]; Rochdale[0.041]; Scarborough[0.041]; Walsall[0.041]; Scunthorpe[0.041]; Hull[0.041]; West[0.041]; 

CORRECT ANNOTATION	1373testb	London	London	Arsenal F.C.
global=0.342	0.326
local(<e, ctx>)=0.171	-0.003
log p(e|m)=-0.091	-5.521
league[0.045]; league[0.045]; Manchester[0.044]; matches[0.044]; Arsenal[0.043]; Charlton[0.043]; Chelsea[0.042]; League[0.042]; Middlesbrough[0.042]; Blackburn[0.042]; Sunderland[0.041]; Tottenham[0.041]; Liverpool[0.041]; Southampton[0.041]; Cup[0.041]; Soccer[0.041]; Wolverhampton[0.041]; Coventry[0.041]; Oxford[0.041]; Birmingham[0.040]; Sheffield[0.040]; Everton[0.040]; English[0.040]; English[0.040]; 

CORRECT ANNOTATION	1373testb	Southend	Southend United F.C.	Southend-on-Sea
global=0.365	0.331
local(<e, ctx>)=0.409	-0.055
log p(e|m)=-1.772	-0.428
